link,sentiment,hourGroup_aprem,hourGroup_finAprem,hourGroup_matin,hourGroup_nuit,hourGroup_soirTard,hourGroup_tresTot,dow_Friday,dow_Monday,dow_Saturday,dow_Sunday,dow_Thursday,dow_Tuesday,dow_Wednesday,season_automne,season_ete,season_hiver,season_printemps,timeSinceLastPost,nbCarac,nbHashtags,nbMentions,nbEmojis,relevantTopic_autre,relevantTopic_coupeDuMonde,relevantTopic_electionsParlementaires,relevantTopic_electionsPresidentielles,relevantTopic_guerreUkraine,relevantTopic_reformeRetraite,newspaper_lefigarofr,newspaper_lesechos,newspaper_lhumanitefr,newspaper_liberationfr,newspaper_valeurs_actuelles
Cg1qlpXu5iD,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9056,388,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cg1_KeqNlZ_,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10831,1146,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cg3ii3qsneQ,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,52067,394,3,0,2,1,0,0,0,0,0,0,1,0,0,0
Cg3s1MGIZTX,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5412,100,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cg36yMRuQod,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7290,280,3,0,1,1,0,0,0,0,0,0,1,0,0,0
Cg4PZn2ubd0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10809,2162,0,0,3,1,0,0,0,0,0,0,1,0,0,0
Cg4j82EM7q1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10823,297,3,0,0,1,0,0,0,0,0,0,1,0,0,0
Cg6OiZOOdSu,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,55840,416,3,0,2,1,0,0,0,0,0,0,1,0,0,0
Cg6YqKvIUy1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5323,215,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cg60jYWOjiy,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14601,837,3,0,4,1,0,0,0,0,0,0,1,0,0,0
Cg7IxaqsHeF,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10601,357,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Cg8t2yWOmpF,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,52997,438,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Cg89XqXOC83,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8134,601,4,0,0,1,0,0,0,0,0,0,1,0,0,0
Cg9Yzfyoq2L,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14453,422,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cg9tiW-upLe,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10800,251,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cg_WEaIsJRp,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,54812,711,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Cg_saZDOnVD,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11708,309,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Cg_9s7UM9W0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9102,915,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ChAPrihqDKV,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9386,610,3,0,2,1,0,0,0,0,0,0,1,0,0,0
ChAZBmRoEEi,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4926,241,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChByWDgMdjm,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,46804,421,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChCFMTts7KN,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9881,305,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChCbnqwulqi,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11760,548,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChCpTwuItX9,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7200,891,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChEeAqQuRQw,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,61175,539,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChEvH7bOlTu,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8966,364,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChFAd2rO9yH,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9086,332,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChFRdpXuYLH,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8921,969,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChFkvFzoGQg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10153,230,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChHCytXuVD0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,49276,535,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChHQlk8OOZW,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7210,413,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChHeOSVIz66,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7174,232,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ChJnovwOKKG,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,72020,910,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ChJ1Y8au8vj,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7210,347,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChKJ_fdJegd,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10832,200,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ChKes-eMc_a,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10829,1625,0,0,3,1,0,0,0,0,0,0,1,0,0,0
ChMMeP4NoVj,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,57550,979,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChMhAXXJJYo,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10794,574,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChM1naOo2ZF,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10801,423,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChNDaz-uEAq,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,7220,353,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChO4CTeNoTk,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,61156,310,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChPTigyoFtK,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,14424,343,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChPkoQnsWXR,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8942,363,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChRPFDIOo0z,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,55820,569,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChRjtWwDsfq,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,10829,593,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ChR7sCGMNuY,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12550,323,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChSTyMIoZby,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,12664,323,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChT6x9TMSaB,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,53973,323,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChUIhV2oviY,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,7226,323,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChUdL5LM5zQ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10800,441,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChUx3nBsKau,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10843,442,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ChWhOXOt48y,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,58397,499,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChW0VORseze,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10004,294,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChXWqpKsq6r,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18001,490,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChXkhLIOIPt,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7270,318,0,0,2,1,0,0,0,0,0,0,1,0,0,0
ChZEWCbtUyp,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,50254,84,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChZSHr1uT8c,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7221,503,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChZjNaZOl4O,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,8954,348,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChZxBx6oH5C,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7265,391,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChaFmTwOehL,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,10750,209,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChbpKEIs-1S,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,52214,485,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chb14rwIjvH,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6680,219,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChcLh7rubsI,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11358,392,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ChcdghvKsSM,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9390,2109,0,0,3,0,0,0,0,1,0,0,1,0,0,0
CheN7gCrrmv,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,58956,702,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CheenDQj4d5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,8741,543,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Che3LPxMmhO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12907,478,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChfM10BMyc7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11330,354,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Chg5yL0g2C3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,57119,559,0,0,2,1,0,0,0,0,0,0,1,0,0,0
ChhgzcsO0w7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,20461,210,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChjUD9-rTcd,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,60423,510,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChjlVb8sy4i,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9050,964,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chj8IDNsFln,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11949,572,0,0,2,1,0,0,0,0,0,0,1,0,0,0
ChkKA0uI45q,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7318,353,4,0,0,1,0,0,0,0,0,0,1,0,0,0
ChkcS6ZFZkX,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,9606,421,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chl4-SQujya,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,48532,378,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChmRF88OKCs,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12647,289,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChmlfLCocem,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,10726,191,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chm2sgwLkkK,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8988,325,0,0,2,1,0,0,0,0,0,0,1,0,0,0
ChnBOsqFkcM,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5522,289,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Chod38wuSTc,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,48579,375,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Chou4aUo6FO,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8938,158,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChpDlmpM2Wk,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,10828,465,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Chpb5fCsxBM,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,12753,522,0,0,2,0,0,0,0,1,0,0,1,0,0,0
ChrAPRGoj61,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,52616,501,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChrIrtfOO0v,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4426,729,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Chrao05ovyN,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9425,317,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChrpsI-sF71,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,7874,458,0,0,0,0,0,0,1,0,0,0,1,0,0,0
ChsD9IDuAlN,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,13763,216,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Chtjd1_uN6s,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,50075,478,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Cht4xJuIEwK,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,11194,200,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChuUiyUOua4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,14543,273,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Chuh6yCOIiQ,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7006,2065,0,0,3,0,0,0,0,1,0,0,1,0,0,0
Chuvg-VrYRz,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7192,910,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ChwPiztuvoS,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,50283,779,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChwrR79OkTx,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14542,344,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Chw_MxlO026,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10444,469,0,0,1,1,0,0,0,0,0,0,1,0,0,0
ChxQdVkOJQx,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9054,279,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Chy7KPVIHV6,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,55975,377,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ChzQUSAOOpB,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,11054,348,0,0,0,1,0,0,0,0,0,0,1,0,0,0
ChzheTdO6j-,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8995,330,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Chz11A2LHZI,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10681,269,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch1T5hwOpi3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,49320,952,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch1t5dVgPU_,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,13621,477,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch2JbuKuGhT,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,14437,330,0,0,2,1,0,0,0,0,0,0,1,0,0,0
Ch2fho8IxHr,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,11598,229,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch3zixlOwWp,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,44042,433,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch4DiIVOxiI,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8389,339,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch4Zm7DI8t9,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11583,121,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch44PAcuYIA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16044,986,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch6YXNTOv9Y,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,50390,205,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch6kUpBO2wR,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,6270,947,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ch63QLMoREF,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9952,241,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch7WLuVM2Fe,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,16188,221,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch7ndhYsMYh,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9102,134,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch89J1Pu4pK,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,44885,197,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch9OUfEIWEm,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9024,99,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Ch9cRocuceP,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7293,477,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch9wzTAOyzA,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10807,981,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch9_h_suq6a,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7677,357,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch_h8umur_C,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,51599,384,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Ch_zItGIw05,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9034,270,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CiAA-7sOErM,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7273,392,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CiAfwnxKQfj,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16097,2108,0,0,2,1,0,0,0,0,0,0,1,0,0,0
CiAolUSKI6t,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4682,88,0,0,0,0,0,0,0,0,1,0,1,0,0,0
CiCKN_guynp,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,51136,528,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiCX-a1u0SD,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7230,493,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiC6eaJjiER,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22867,313,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CiDIDUdoJZh,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2335,66,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiFDpP1uvvb,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,64786,282,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CiFUwayOJKi,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8970,346,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiF3FXyL-3V,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17998,386,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiHTzq5OfE8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,48628,278,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiHoeFiODOj,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10819,277,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiH9GAzOZDQ,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10847,464,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CiIQidPKfbH,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,10158,787,4,0,0,1,0,0,0,0,0,0,1,0,0,0
CiIVB49j_de,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2357,502,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiIiuzEolKe,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,7207,84,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CiJ4maquZJe,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,45011,1046,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiKGW5uo9--,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7212,316,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiKUJR8uwY0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7250,812,0,0,0,0,0,0,0,1,0,0,1,0,0,0
CiKpZ1vJsDu,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11118,1081,0,0,0,0,0,0,1,0,0,0,1,0,0,0
CiK2o6Zu0gi,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6933,222,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CiLEPfordCD,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7187,979,0,0,0,0,0,1,0,0,0,0,1,0,0,0
CiMdbtyu7V-,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,46706,226,3,0,0,1,0,0,0,0,0,0,1,0,0,0
CiMrHz1oewf,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7200,67,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiM4-QLO9zj,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7279,74,0,0,2,1,0,0,0,0,0,0,1,0,0,0
CiNI9w7oOm_,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8640,122,3,0,0,0,1,0,0,0,0,0,1,0,0,0
CiNZyHXOB3W,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8521,982,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiNo4K5ITYJ,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7949,355,3,0,0,0,0,0,0,1,0,0,1,0,0,0
CiPCLWaOGZ_,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,46798,869,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiPP6kfozaZ,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7212,250,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiPhCnUOwvT,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8964,1087,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiPuxs3JSbu,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7203,345,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiQRk22LMtN,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18610,85,4,0,1,1,0,0,0,0,0,0,1,0,0,0
CiQTi6mO7wv,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,723,335,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiRnfz7AbL1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,43946,1890,0,0,1,1,0,0,0,0,0,0,1,0,0,0
CiR7lxkutah,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10565,555,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiSO8KMqzW4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10153,325,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiSfuRIrN80,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8771,584,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiSr1lSuV-V,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6402,435,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiS18QfoqZu,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5267,74,0,0,0,0,1,0,0,0,0,0,1,0,0,0
CiUWBzSuh4y,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,50358,849,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiUoU79OKMx,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9601,373,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiU6o_ajujN,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9598,622,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiVKqi5JOLO,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8398,357,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiW--xBsE2d,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,61008,301,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiXS5nHufLF,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,10435,840,0,0,0,1,0,0,0,0,0,0,1,0,0,0
CiXkmasuPg8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,9255,626,0,0,0,1,0,0,0,0,0,0,1,0,0,0
